rating,review
3.0,"Ovqatlar va salatlar yaxshi. Ammo ofitsiantlar xizmatlarga 0 baho bergan bo'lardi. Bugun, 9-mart kuni biz 4 kishi edik. Har safar ofitsiantga chaqirganimda, o‘rnimdan turib uning oldiga borishga to‘g‘ri keldi."
5.0,Juda yomon xizmat.
5.0,"Siz uchun yaxshi oshxona taqdim etilgan, bu yerda qulay va yoqimli."
5.0,"Yaxshi restoran. Oshxona yuqori darajada. Ofitsiantlar juda yaxshi. Ammo bitta kichik muammo bor - shoshilinch soatlarda xizmat odatdagidan uzoqroq davom etadi va siz kutishingiz kerak, bu xizmat uchun yomon. O'zbek oshxonasidan yaxshi taassurot olishni istasangiz tashrif buyurishni tavsiya qilaman."
2.0,Ofitsiant menga taomni aytganidan ko'ra ko'proq pul to'ladim... va ovqat ham yaxshi edi
5.0,Har doim ajoyib Shasilik
4.0,"Agar siz o'zbek oshxonasining ajoyib namunasini istasangiz, bu yerga kiring."
5.0,Professionallar juda mazali tayyorlashadi. Bu haqiqiy milliy o'zbek taomlari!!!
5.0,"Juda mazali taom, yaxshi portsiyalar va juda mos narxlarda. Do‘lmas, piljmen, osh oldik. Albatta tavsiya qilaman!"
4.0,Joy yaxshi! Ovqatlar mazali! Salatlar unchalik yaxshi emas. Men 4 qo'yaman
5.0,"Ajoyib muassasa, mazali. Bu menga juda yoqdi."
5.0,"osh yemoqchi bo'lsam, faqat ularga!"
5.0,"Ajoyib joy! Mazali, xilma-xil va arzon! Ayniqsa kabob)"
5.0,Men narx va sifat nisbatini hisobga olgan holda 5 yulduz qo'ydim. Xashni juda yaxshi.  Men hammaga maslahat beraman.
5.0,Yaxshi oshxona. Ovqatlarning katta tanlovi.
5.0,bu Men  xoxlagan joy. Juda yoqtirdim.
4.0,"Tez xizmat qiladi, toza, mazali"
4.0,yaxshi
4.0,"Taom juda mazali, lekin xizmat unchalik emas. Bu haqida 4"
4.0,"Bu har doim juda toza, toza idishlar, toza stollar ... Oziq-ovqat sifati o'rtacha darajadan yuqori !!!"
5.0,"Plov mazali. Qozonlar qiziqarli, Toshkentga albatta tashrif buyuring."
4.0,U yerda sho'rva ajoyib👍
5.0,Biz sho'rva yeyishdan zavq oldik. Ta'mi haqida gapirmasa ham bo'ladi.
5.0,"XURMATLI OSH MARKAZ RAXBARIYATI OFITSIANT XIZMATCHILARNI, Buxgalter KASSACHILARNI YO‘QOTING, XUSH MUOMILALI XALOL ISHCHINI OLING... BU MIJOZLAR TALABI... OSHga GAP YO‘Q FAQAT HISOBGA KELGANDA YEGAN OSHIMIZ BURUNDAN CHIQADI"
5.0,"Toshkentga tashrif buyurish shart! Hammasi oshni  targ'ib qilingan, lekin yaxshi joy. Ko'chada osh qanday pishirilishi, go'sht qanday kesilishi va hokazolarni tomosha qilishingiz mumkin. Kattadan katta qozonlar. Siz ko'chada o'tirishingiz mumkin, zalda birinchi qavatda, ikkinchisida yoki olib ketishingiz mumkin. Agar ofitsiant xizmat ko'rsatsa, qo'shimcha 15% xizmat haqi hisobga olinadi. Osh juda mazali. Toshkentga tashrif buyuruvchilar ham, aholisi ham ko‘p. Har doim odamlar bilan to'la, lekin siz doimo o'tirish uchun joy topasiz. Men har gal Toshkentga kelganimda osh markaziga boraman. Va men albatta yana kelaman. Rahmat !"
5.0,"Suzish, dam olish, ovqatlanish uchun ajoyib joy"
5.0,Aaahhhh mashhur OSH markaz !!! Biz uni yaxshi ko'ramiz. Turistlarni o'zbek oshxonasi bilan tanishtirish uchun ajoyib restoran.
5.0,Hammasi super
5.0,№1 O'sh markazi
5.0,"Men tez-tez oshga buyurtma beraman, ularda  Zo'r 👍👍👍 hamyonbop narxda juda mazali va yetkazib berish ham tez!!! Yaxshi 👏👏👏"
5.0,"Ularning taomlari juda mazali, shunchaki ularni iste'mol qiling🤤 va yetkazib berish xizmati HAR DOIM yaxshi ishlaydi"
5.0,"O'zbekiston ta'mini bilish uchun ajoyib joy, standart bo'lgan osh, choy, achichukka buyurtma bering, siz har doimgidek eng yaxshi his-tuyg'ularga ega bo'lasiz, kafolatlangan."
3.0,"Band. Qozon yonida sotib olib, likopchangiz bilan stolga borasiz. Qo'shimcha ichimliklar, tuzlangan bodringlar va hokazo. Siz to'laysiz va ularni ichkariga olasiz. Avval to'la, keyin ovqat tizimi.. Gigiena muammosi bor."
1.0,Uyga yetkazib berish uchun buyurtma qilingan. Falokat. Undagi go'shtning juda kichik portsiya  va yog'li chaynalmaydigangan qismi. Jirkanch!!!!!
5.0,Ajoyib ta'm
4.0,"Ajoyib, lekin oddiy"
3.0,Yaxshi
5.0,Faqat so'z yo'q! Ajoyib osh.
5.0,Yaxshi
3.0,Oshi unchalik yaxshi emas
3.0,"Ko'p. Ko `p odamlar.  yaxshi g'oyani ijro etish bilan qanday buzishining yorqin misoli. Tashqi tomondan, bu oshga ixtisoslashgan restoran. Aslida, bu katta oshxoma. Ya'ni, oshli odatiy ovqatlanish joyi. Oshning o'zi juda mazali."
4.0,"Yaxshi va tez xizmat.  ichkari va tashqari Yaxshi bezatilgan. osh va boshqa taomlar va salatlar sifati zo'r, ta'mi ham zo'r, Toshkentning boshqa joylariga qaraganda yaxshiroq."
5.0,№1  osh👍🏻👍🏻
5.0,Juda yahshi
5.0,Ajoyib joy
5.0,"Ajoyib joy, ajoyib osh."
5.0,"Mazali osh, tezkor xizmat, tashrif buyurishingizni maslahat beraman. Agar Toshkentda bo'lsam, albatta to'xtab, mazali oshga buyurtma beraman ..."
4.0,"Haddan tashqari maqtalgan joy. Ovqat yaxshi, lekin ko'z tomchisi emas. Stollar iflos, choydagi suv filtrlanmagan"
5.0,Mazali osh! Mazali va arzon👍
5.0,Bir so'z bilan osh.
5.0,Men bu joyni hammaga tavsiya qilaman !!!!
4.0,"Yaxshi joy, lekin ko'pincha oshqozon keyin og'riydi"
5.0,"Hashamatli restoran, garchi u mashhur bo'lsa-da, juda mos narxda mazali köfte xizmat qiladi"
5.0,"Bu yerda bir marta oshni tatib ko'rganingizdan so'ng, bu ajoyib ta'mni hech qachon unutmaysiz. O‘zbekistondan tashqaridagi boshqa restoranlarda osh osh emas."
5.0,Ajoyib
1.0,Juda qimmat joy xizmat nol muolajani tavsiya qilaman bir tiyin hohlamasang
5.0,"Osh har doim mazali. Yaqinda choyxona oshni ta'tib ko'rdim. Baharatlı achchiq, qovurilgan go'sht bilan. Idyllic ta'mi"
4.0,"Oziq-ovqat menyusining taomlaridan biriosh, u tushlik paytida juda band"
5.0,"Ajoyib restoran, mazali taom va tezkor xizmat."
5.0,Osh markazi
4.0,Albatta tashrif buyurishga arziydi - tushlik paytida band. Osh uchun 25 ming so'm (ot go'shti uchun bir oz qo'shimcha to'lov).
5.0,Mazali! Porsiyalar juda katta.
5.0,"Ularning xizmati qanchalik tez ekanligi hayratlanarli!? Osh mazali bo'lib, salatlar unga juda mos keladi. Biz har bir tashrifdan zavqlanamiz va ba'zi xodimlar ingliz tilida ham gaplashadi. Porsiyalar katta, biz odatda har bir kishi uchun yarmini olamiz. Narxlar adolatli! Biz faqat ushbu markazni barcha tashrif buyuruvchilarga tavsiya qilishimiz mumkin."
5.0,Eng mazali osh! Siz 100 % 5 yulduzga loyiqsiz! Juda qoyil! Ertaga yana kelamiz))
5.0,Mazali osh
5.0,Mazali. maslahat beraman.
5.0,"Mazaliosh. 1,5 ta porsiyani yedim."
5.0,Toshkentdagi eng mazali osh!
3.0,"Osh yaxshi, lekin yog' va salat juda yomon edi"
1.0,"Osh markazida bo'ldik,hafsalamiz pir bo'ldi, osh juda shirin va yog'li, biz  achchiq osh  buyurtma bergan edik, portsiya kichik va yana qandaydir xizmatlar uchun 10 000 so'm pul ham olishdi "
5.0,Ajoyib oshpaz!!!
5.0,Ko'p assortiment
5.0,Bu juda mazali va mazali edi !!! Yaxshi O'zbekiston
5.0,Juda mazali. Men sizga borishni maslahat beraman
5.0,Ajoyib osh. Tez tayyorlanmoqda
5.0,Ko'rgazmali va mazali osh. Sayyohlar uchun ajoyib joy!
5.0,"Agar ertaroq bilganimda, har kecha shu yerda ovqatlangani kelardim. osh juda mazali, uyda tayyorlangan yogurt ham. Arzon, bundan tashqari u erga faqat mahalliy aholi boradi. Super!"
2.0,"Men 2 soat 20 daqiqada yetkazib berishni kutyapman va hali ham buyurtmam yo'q. Yetkazib beruvchi vaqtni qanday hisoblashni bilmaydi va tirbandliklar ortiga yashirinadi, garchi navigator tirbandliklarning ahamiyatsiz ekanligini ko'rsatsa ham. va yana uning qachon kelishi hozircha noma'lum. Bunday kichik shaharchada qanday qilib 2 soatdan ortiq vaqt ichida  oshni yetkazish mumkin? Albatta, shaharda ko'p bo'lgan boshqa muassasani tanlash yaxshiroq."
5.0,"Mazali osh😊, qimmat emas👍 yoqdi."
5.0,Ajoyib suhbat uchun rahmat
3.0,Faqat musulmonlar uchun.
5.0,"Вкусный плов. Готовят на улице, можно понаблюдать за процессом. Также можно купить гранатовый сок. Интересный подход для привлечения туристов. Готовят на улице, большой зал, также можно покушать на улице."
5.0,Mazali osh
3.0,Men ozodaroq bo'lishi tarfdoriman
5.0,"Siz albatta tashrif buyurishingiz va oshdan tatib ko'rishingiz kerak bo'lgan eng o'ziga xos joy bu Toshkentdagi “Osh markazi”dir. Bu yerda osh erta tongdan, diametri 2-3 metr bo‘lgan 6 ta ulkan qozonda pishirila boshlaydi va soat 11 ga kelib tayyor bo‘ladi. Faqat erkaklar ovqat pishiradi. Eng mazali osh - mayizli to'y oshi. Unga bedana tuxumi, qozi va do‘lma qo‘shiladi. Qoshiq bilan yeb, toshkent choyi bilan yuviladi. Achiq-chuchuk va tuzlangan bodring bilan. Osh (aniq oʻzbek) 2016 yilda YUNESKOning Butun jahon merosi roʻyxatiga kiritilgan."
5.0,AQShdan tashrif. Ajoyib osh. Hammasini yedim. Ajoyib narx.
5.0,Qolish uchun ajoyib joy.
5.0,"Ajoyib tajriba, samimiy xodimlar va juda mazali osh. Bu oshnini tatib ko'rish uchun tashrif buyuradigan joy, uning arzonligi, ta'mi ajoyib va har tomonlama yoqimli tajriba. Teleminora oldida avtoturargoh va restoranga kirish eshigi bor, uning yonida mashina sotiladigan joy bor, shuning uchun taksingiz sizni shu joyga olib kelmasa, kirishni aniqlash oson. Xodimlar o'zbek, rus va ingliz tilida gaplashadi va samimiy va yordam berishdan xursand. Men hamma narsani,osh, salat, non va ichimliklarni olishni maslahat beraman. Ikki kishi uchun bu taxminan 7 funtga tushdi va juda mazali edi."
5.0,"Osh mazali. Zaytun moyidagi eng sevimli, ikki portsiya go'sht bilan! Yangi anor sharbati to'yimli, guruch mahsulotining hazm bo'lishiga yordam beradi!"
1.0,"Oldindan yaxshi edi, bugun O'shga joyga bordim. Achinarli holat"
4.0,Oddiy osh
5.0,"Shubhasiz, osh hayratiga sazovor bo'ladigan yagona joy! oshni vegetarian sifatida tatib ko'rish juda qiyin vazifa, lekin bu yerdagi yoqimli xodimlar buni amalga oshirishdi va biz ajoyib vaqt o'tkazdik! Juda oqilona va mazali!"
5.0,osh 👍👍👍
5.0,"Bu yerda tashrif buyuruvchilar ko‘p bo‘lishiga qaramay, 2-3 daqiqa ichida xizmat qilishadi, juda mazali osh "
5.0,Mazali osh. Lekin siz hali ham ovqat xonasida ekanligingizni his qilasiz.
5.0,"Bu yerda haqiqiy o‘zbek oshini tatib ko‘rish mumkin. Ularda 3 xil osh bor. Kunning yarmida u yerga boring, bu biroz chalkash bo'lishi mumkin, chunki odamlar tinch: shunchaki kiring, bo'sh joy ko'rgan joyga o'tiring, ofitsiantni kuting va keyin oshga buyurtma berish, va oxirida sizga chek berishadi shu chek bilan borib hisobni to'lanh. Bu unchalik qimmat emas va juda mazali."
5.0,oshga gap yo'q
5.0,Mazali osh!Uoqtirganingizni tanlang.
5.0,"Bu jannat. Bu yerda siz o'zbek oshini tayyorlashning barcha bosqichlarini ko'rishingiz mumkin bo'lgan ajoyib joy. Toshkentga kelganingizda bu yerga albatta tashrif buyurishingiz kerak. O'tirish uchun juda ko'p stol va joylar mavjud, ammo ovqatlanish vaqti  ularning barchasi to'la  bo'ladi va siz kutishingiz kerak. Juma namozidan chiqayotgan olomonga duch keldim. Bu joyni qanday ta'riflash mumkin, boring, ovqatlaning, siz 100% qoniqasiz."
5.0,Zo'r osh
5.0,"Menga osh  unchalik yoqmadi, lekin baribir sinab ko'rdim. Ehtimol, boshqalarga yoqar, kimga qanaqa!"
5.0,Milliy OSHni sevuvchilar uchun juda yaxshi joy
3.0,Xizmat yaxshi emas. Buyurtmani uzoq kutish mumkin.
5.0,Chiroyli mazali osh
4.0,"Mazali osh, ehtimol men yegan eng mazalitaomdir."
5.0,"Juda mazali! Porsiyalar katta, siz yarm portsoya  olishingiz mumkin"
5.0,borishga arziydigan mazali osh.
4.0,Xizmat sust
5.0,Ajoyib
4.0,"mazaliosh, lekin stollar iflos"
5.0,Yaxshi ovqat
4.0,Yaxshi osh va guruch
5.0,"osh juda mazali, hammaga maslahat beraman"
1.0,"Ochiqchasga aytganda osh  NOL baho. Ko'p yog'I  bor (bundan tashqari, bu birinchi marta ishlatiladigan moy emas)."
5.0,"U yerga borishni taklif qilaman, Osh markazida ishlaydigan barchaga rahmat"
5.0,Ajoyib Osh. Gilos kompoti juda zo'r
5.0,Juda yaxshi
5.0,Mazali bayram oshi.  Asosiysi osh eng katta qozondan bo'lishi kerak.
5.0,👍👍👍juda chiroyli shahar va yaxshi muassasa. Mazali osh. Men buni hammaga tavsiya qilaman.
5.0,Mmmmm mazali osh😍
4.0,An'anaviy chiroyli taom va xizmat yaxshi edi.
5.0,Har bir ta'bga mos ko'plab mazali va xilma-xil osh
5.0,Juda mazali!
1.0,oshni ancha kutish to'g'ri kelmadi.
5.0,Haqiqiy osh markazi
5.0,osh ajoyib. Tez xizmat
1.0,Yomon xizmat
5.0,Osh zo'r
5.0,Mazali!!!
5.0,😋👌
4.0,"O‘zbek xalq taomlari mazali, yengil va hamyonbop narxda. Men har bir sayyohga buni sinab ko'rishni maslahat beraman"
1.0,"Tashrif qilmang, yomon xizmat va qimmat"
5.0,O'zbekistonning Toshkentdagi eng yirik osh restorani
5.0,Bu yerda eng mazali oshni tayyorlashadi 🤤
5.0,"Juda yaxshi xodimlar, ular ingliz tilida gaplasha oladi va agar siz birinchi marta tashrif buyursangiz, sizga barcha ma'lumotlarni taqdim etadi. Ovqatdan keyin limonli yashil choy so'rashni unutmang, bu ajoyib 😋"
5.0,O'zbekistondagi eng zo'r osh
5.0,Ajoyib joy! Ular  katta qozonlarda pishiradilar. Yuqori professionallik! Osh juda mazali! Portsiyalar Katta ! Men buni albatta tavsiya qilaman.
5.0,O'zbek oshxonasiga yangi kelganim uchun yaxshi tajriba bo'ldi. O'zbek taomlari haqida birinchi taassurot qoldirganliklari uchun ularga rahmat.
3.0,"Juda ko'p yog'li guruch, juda og'ir, agar siz 3 kishi bo'lsangiz, yaxshisi, faqat bitta porsiyani buyurtma qiling va birinchi marta tatib ko'rganda, sizga yoqmasligi mumkin"
1.0,O'sh iflos
4.0,Mazali va qimmat emas
1.0,"Menga yoqmadi, ovqat yog'li va xizmat yaxshi emas edi."
5.0,Super osh. Haqiqatan ham afsona.
5.0,"Shunchaki ajoyib, ajoyib osh"
1.0,Go'sht miqdori kamroq va yomon. Lekin yashil choy yaxshi edi.
1.0,Yog 'li va  juda yomon
3.0,"osh oddiy, biz zavq bilan yedik, chunki och edik, lekin hojatxona dahshatli holatda edi, biz tozalik uchun kurashishimiz kerak."
5.0,Turli xil ta'mli tabiiy osh
5.0,"Oh, biz zavq bilan kechki ovqat qildik!) Katta rahmat, juda mazali osh, biz yoqtirgan go'sht, tez yetkazib berish va bu uchun pul olishmadi! Muloyim kurer, ajoyib do'stlar! Endi biz siz bilanmiz!)"
5.0,"Ta’bimga ko‘ra, Toshkentdagi eng zo‘r osh! Ular soat 17:00 da kelganiga qaramay, osh bor edi va u yomon emas edi!"
5.0,"Ovqat ajoyib edi, xizmat ajoyib edi! Ular bizni ko'rib xursand bo'lishdi va yaxshi munosabatda bo'lishdi."
1.0,"osh yaxshi, lekin xizmat bilan yetkazib berish juda yomon nolga teng (0). Xodimlar mas'uliyatsiz. Soat 12 da buyurtma berdim, taxminan 14:00 da yetkazib berishdi, ammo  1 soat ichida yetkazib berishligini aytishgan edi . 2 soat ichida ham  yetkazib berishadimi? Men hech qachon buyurtma bermayman."
5.0,"osh  mazali, ayniqsa to'y oshi. Ammo negadir ular o'z aholisi uchun kattaroq portsiyalr berishadi, mexmon qozoqlar uchun biroz kichik portsiyalar. Qo'shimcha portsiya  buyurtma berishga to'g'ri keldi"
2.0,"Birinchidan, buyurtma 40-45 daqiqada keldi, ikkinchidan, hisobda xatolar bor ....."
5.0,"Menga bu muassasa juda yoqdi. Siz oshni  tayyorlash jarayonini kameraga olishingiz mumkin. Barcha oshpazlar bilan suratga tushing. Osh nihoyatda mazali, porsiyasi katta va juda arzon. Men hammaga tashrif buyurishni maslahat beraman!"
5.0,"Toshkentga keling va bu yerda ovqatlanmang Siz adashasiz, osh  i yeyishingiz mumkin bo'lgan eng mashhur joylardan biri, eng yaxshisi emas, ba'zilari uni eng mashhur va eng yaxshisi deb bilishadi."
5.0,"Porsiyalari avvalgidek katta emas, (1  portsiya osh buyurtma qilishdi brioq portsiya kichik edi (lekin ta'mi ham super)"
4.0,"Tashkent Tower-ga tashrif buyurgan ushbu restoran Tashkent Tower-dan 10 daqiqa piyoda masofada joylashgan bo'lib, ichki va tashqi makon uchun jarima va turli xil taomlar mavjud. Biz an'anaviy mahalliy osh va non bilan bordik. Gilos sharbati buyurtma qilingan, ammo inobatga olishmadi. Tashkent minorasidan o'tayotgan bo'lsangiz, tashrif buyurish uchun yaxshi variant. Agar sizda boshqa sinovdan o'tgan variant mavjud bo'lsa, u yerga  boring."
4.0,Bu juda mazali va o'ziga xos ta'mi. Bu Oʻzbekiston milliy taomlaridan biridir. Menga yoqdi.
5.0,"Mazali, qoniqarli, yaxshi narxlar. Buyurtma tezda tayyorlanadi. Yaqin atrofda Toshkent teleminorasi joylashgan. Lekin xizmat menga yoqmadi, menyu so'rasam, ofitsiant ularda menyu yo'qligini aytdi. Ammo ma'lum bo'lishicha, ularda menyu bor. Ofitsiant ham o‘zbekchadan boshqa hech tilni bilmaydi."
5.0,"Do'stim, Toshkentdagi eng zo'r osh uchun bu yerga kelinng!"
4.0,"Katta joy, ko'plab stollar. Tez xizmat. Arzon narxda juda yaxshi ovqat"
5.0,Albatta tashrif buyuring! mazali osh.
5.0,Hammasi mazali 👍🏼
5.0,Bizga juda yoqdi. osh pishiriladigan qozonlar juda katta. Xizmat juda tez. Mazali.
1.0,"Oshga gap yoq judayam mazzali.  Operator yog'onchi ekan, chunki yetkazib berish 2 soat vaqt oldi. Bu  ketishda ular Mijozlarni yo'qotishadi"
4.0,Mazali lekin O'zbekiston uchun qimmat
5.0,katta rahmat
5.0,"O‘zbekistonga sayohat davomida eng tezkor xizmat ko'rsatish osh markazida bo‘ldi. Oshning katta porsiyalari, albatta telbalarcha mazali, ayron ham yaxshi! Keling, ovqatlaning, zavqlaning!"
5.0,"Ajoyib atmosfera, ajoyib oshxona"
5.0,Dunyodagi eng katta Buxora guruch restorani Va u mamlakat xalqi tilida O'sh Markazi deb ataladi.
5.0,"Menga Osh juda yoqdi, lekin narxlar Instagramdagidan biroz farq qiladi."
5.0,Super!!!!!
3.0,Havaskorlar uchun osh
5.0,"Juda rang-barang joy. Ichkariga kirib, osh qanday tayyorlanishini ko‘rishingiz mumkin. osh esa ko‘p miqdorda tayyorlanadi, yuzlab odamlar uchun oziq-ovqat yetkazib beriladi. Zal ikki qavatli, ikkinchi qavatda balkon bor, lekin siz tashqarida ham o'tirishingiz mumkin. Ertalab  odam kam bo'ladi, lekin biri soat ichida sotib tugatishadi. oshning ta'mi shunchaki ilohiydir."
5.0,Ajoyib joy. Mazali osh. Namoz uchun xonalar mavjud.
5.0,"Xodimlar juda samimiy edi va menga ingliz tilida so'zlashuvchi ofitsiant bilan xizmat qilganiga ishonch hosil qilishdi. Agar siz soat 12:00 atrofida kelsangiz, oldingizda guruch bilan to'ldirilgan va pishirilgan katta kostryulkalarni ko'rishingiz mumkin. Sayyohlar buni ko'rish kerak.osh ham mazali edi va menikida ot go'shti va bedana tuxumlari bor edi, bu o'rtacha oshga qaraganda ekzotik edi."
5.0,Ular juda yaxshi pishiradi. Turistlar albatta tashrif buyurishlari kerak.
5.0,"Haqiqatan ham chinakam osh qanday tayyorlanishini ko'rish va uni tatib ko'rish uchun ajoyib joy.Qozongayuz kilogrammdan ortiq guruch solingan, aql bovar qilmaydigan ulkan qozonlar qo'yilgan va oshpazlar ularni isitish uchun ochiq olovdan foydalanadilar. Albatta, bu Toshkentning eng qiziqarli joylaridan biri."
5.0,Toshkentdagi eng yaxshi osh
5.0,To‘y oshini albatta tatib ko‘ring
5.0,Osiyo ta'mituyish uchun ajoyib joy.
5.0,Juda yaxshi
4.0,"Yomon xizmat, lekin yaxshi narx va sifat"
1.0,"osh  yaxshi emas, juda sovuq... Bunday oshni Chimkentda ham yeyish mumkin (((("
5.0,Mazali!
4.0,"osh mazali, tez xizmat , juda ko'p miqdorda  pishiriladi! Haqiqiy o'zbek oshi, albatta, mazaliroq joylari bor, lekin bu erda ham juda mazali!"
4.0,Juda mazali joy hammaga maslahat beraman 😁
5.0,Eng yaxshi osh!
4.0,Mazali o'zbek oshi
5.0,Bu ovqat kabi edi 👌
4.0,"osh ajoyib. Spirtli ichimliklar yo'q. Nopok, lekin juda arzon."
5.0,"Eng yaxshi osh, qo'y yog'ida va pista yog'ida pishirilgan guruch"
5.0,Juda mazali tavsiya qilaman
5.0,Osh
5.0,osh mazali. Har safar men ovqatdan zavqlanaman. Men hammaga maslahat beraman!
5.0,Judayam mazali taomlar
5.0,Ajoyib osh
2.0,"osh markazini shunchaki maqtashadi. Ular Instagram reklamalari va sharhlaridan kelib chiqqan. Afsuski, biz oshni yoqtirmadik, 3 xil oshni ham sinab ko'rdik. Salatlar ham charchagan, ayniqsa achiq-chuchuk . Xizmat yaxshi. Ichi toza. Lekin oshyaxshi emas."
5.0,👍🍽
5.0,Super osh
5.0,Osh juda yaxshi Marhamat borib tatib ko'ring ~
5.0,"Ajoyib osh, lekin bir oz YOG'LI, lekin bunga arziydi, men oshni yaxshiroq sinab ko'rmadim. Tez xizmat, o'rtacha narxlar. Ziyorat qilish kerak."
5.0,Sinab ko'rish kerak
5.0,Juda mazali
5.0,Ajoyib! Bu O‘zbekiston g‘urur markazidir
5.0,"Haqiqiy Toshkent oshini tatib ko'rmoqchimisiz? Shu yerdamisiz! E'tibor bering, bu juda mazali taom, shuning uchun restoran faqat tushgacha (taxminan 15:00) ishlaydi. Yoqimli ishtaha!"
5.0,"Ajoyib taom juda haqiqiy, to'q va baxtli ketasiz"
5.0,Barakalla juda mazali sho'rva
5.0,Ajoyib osh!
1.0,"Har doim shu yerdan buyurtma qilingan. Yaqinda ular aldashni boshladilar. 0,5 sharbat o'rniga 0,25 olib kelishdi. aytim berishmadi. Keyingi safar Pepsi berilmadi. Bugun turli laganlarda ikkita osh buyurtma qildim. Bir to'plam 0,7 kg osh  +2 ta tovuq tuxumi + 1 ta bedana tuxumi va dulma. Bir laganda olib kelishdi. Boz ustiga, kurer 15 000 so‘m lagan uchun pul olmoqchi bo‘ldi. Buni qanday tushunish mumkin? Bu yerdan do'stlarimga buyurtma berishni maslahat bermayman. Vaqt sinovidan o'tgan joyni buyurtma  qilish yaxshiroqdir. Sizda mening raqamim bor. Men doimiy mijozman, agar mening raqamim 99-6888883 bo'lsa. Men bu hamma joyda sodir bo'lishi mumkinligini tushunaman."
5.0,"Bu yerda ko'p marta bo'lganman, osh juda yaxshi, mashhur joy, ta'mini his qilishni istaganlarga tavsiya qilaman"
5.0,Super. maslahat beraman
4.0,"osh albatta mazali bo'ladi. Men kun bo'yi bir likopchani iste'mol qildim. Salatlar oshqozonimzi mukammal ravishda to'ldiradi. Men sizni darhol ogohlantiraman, bu restoran emas, balki oddiy kafe. Umuman olganda, men tavsiya qilaman."
5.0,Oshning ta'mi haqida gapirmasa ham bo'ladi
3.0,osh 5+. Oshxona
5.0,N1
5.0,"Ajoyib osh. Lekin, choy hafsalasi pir bo'ldi. Biz litrli choynakga bitta paket choy. Qozonlarda osh qanday tayyorlanishini tomosha qilishingiz mumkin"
4.0,Yaxshi boshqaruv. Manzil shahar markazidan bir oz uzoqda! Onlayn taksi xaritalarida joylashuv aniq emas. Mazali Qobuli/Osh.
5.0,"O'zbekistonda 7 marta bo'lganman va bu oshni olish uchun joy, ayniqsa siz uni birinchi marta tatib ko'rayotgan bo'lsangiz. Super mazali!"
5.0,Qiziqarli va mazali osh
4.0,Olomon va mazali
4.0,Mazali. Lekin arzon emas.
5.0,Yaxshi
5.0,Bu Toshkentning diqqatga sazovor joylaridan biri. osh juda mazali va ozgina pulga to'ldiradi. Xodimlar juda yaxshi. Men tavsiya qilaman va albatta u  yerga qaytaman.
4.0,O‘zbekistonga kelib guruch yeyish joyini qidirmang.
5.0,Juda mazali va qulay
5.0,Juda mazali osh.
5.0,Dunyodagi eng mazali osh!!!
1.0,"osh 2 soat olib kelmadimi? !!! Tayyor , yo'lga chiqdim, nega bunday kech!"
4.0,"osh qo'yilgan katta qozonlarda o'zbek tadbirining o'ziga xos muhiti, tajribali hunarmandlar, mazali osh. Qolganlarini e'tiborsiz qoldirishingiz mumkin."
1.0,Hech qachon bo'lmaganman.. Balki kelajakda qaralarman.. Hammasi Ollohning irodasi.. InshaAlloh!
5.0,Super👍👍👍
5.0,Hurmat
4.0,Toshkentdagi eng yaxshi osh
3.0,Menyu yo'q. Narxlar yoki qo'shimchalar haqida hech qanday fikr yo'q.
5.0,"Qimmat, lekin sinab ko'rishga arziydi"
5.0,"Turlari juda ko'p, aytish qiyin."
5.0,"osh nihoyatda mazali. Asosiysi, yetkazib berish va yetkazib berish tez va issiq! Aytgancha, kim qiziqsa, men 71-200-9-444 call-markazini qoldiraman"
5.0,Juda juda juda mazali osh🤤🤤. Xodimlar diqqatli va samimiy. Rahmat ☺️
5.0,To'ydan to maxsusgacha har xil oshni tatib ko'rdim shunchaki KOMBINATION albatta bahosi 5 ball hammaga tavsiya qilaman zo'r joy
5.0,Mazali osh yeyish uchun ajoyib joy ... osh osh osh istayman
5.0,"osh nihoyatda mazali. Asosiysi, yetkazib berish va yetkazib berish tez va issiq! Aytgancha, kim qiziqsa, men 71-200-9-444 call-markazini qoldiraman"
5.0,"Ehtimol, men yegan eng yaxshi oshdir."
5.0,"Olomon joy, lekin juda qiziqarli va osh nihoyatda mazali! O'zbek tushligining muntazamligini his qilish uchun bu yerga tashrif buyurishingiz kerak)"
5.0,"Biz butun Markaziy Osiyoda sinab ko'rgan eng yaxshi osh. Narxlari kulgili va miqdori juda ko'p. Ular ingliz tilini bilishmaydi, lekin sinab ko'rish uchun kelgan narsani olish qiyin emas, chunki ularda juda keng menyu yo'q: har xil turdagi osh,  birinchi ovqat va ichimliklar. Bu joy tashqaridan tanush qiyin, chunki u sport maydonlari bilan o'ralgan, ammo har qanday taksi haydovchisi sizni hech qanday muammosiz  olib bora oladi, chunki u hatto O'zbekiston chegaralaridan tashqarida ham ma'lum joy. Shubhasiz, Toshkentga tashrif buyurganingizda (bir necha marta) boradigan joy, hatto biroz chetda bo'lsa ham. Mutlaqo tavsiya etiladi!"
5.0,"Tashrifga arziydi. Mazali osh, katta portsiyalar, qimmat emas. Bitta kichik minus - xizmat uchun biroz kutishingiz kerak bo'ladi, chunki ko'p odamlar."
2.0,Yetkazib beruvchilar kalamushlardir
4.0,Yetkazib berilgan osh ularda yaxshi
